,index,RMSE,LPIPS,DISTS,SSIM,PerceptNet
44,44,0.025779696,0.0076835654,0.005460024,0.00406754,0.0048000216
45,45,0.063020416,0.04437369,0.03202808,0.017649949,0.008650346
46,46,0.059084773,0.04651977,0.03376937,0.010336697,0.0024460908
47,47,0.07026053,0.053568482,0.036988854,0.021185517,0.009900811
48,48,0.031159794,0.016343081,0.016665578,0.006390214,0.0035691692
49,49,0.027301889,0.021436159,0.01336658,0.0050435066,0.0018497646
50,50,0.018864397,0.00858484,0.0067386627,0.003589034,0.0019005396
51,51,0.035028413,0.012314882,0.011328936,0.0062397122,0.0055697463
52,52,0.021299208,0.0063820425,0.0060709715,0.002641201,0.003100718
53,53,0.037378218,0.011285948,0.009237051,0.007727027,0.0073807198
54,54,0.019674122,0.013453439,0.008074343,0.0052063465,0.0019214768
55,55,0.078779824,0.12029147,0.0424428,0.025064051,0.0057857293
56,56,0.044702344,0.038136423,0.023672462,0.010496736,0.0038608604
57,57,0.06538917,0.07760602,0.034920454,0.017946064,0.0061090626
58,58,0.05300346,0.06964392,0.026532173,0.013488412,0.0029530176
59,59,0.03989843,0.016409948,0.015259862,0.005339682,0.00510716
60,60,0.006111196,0.0018340277,0.0009937882,0.0012823343,0.0011432216
61,61,0.017113429,0.0048903273,0.005586803,0.0029646158,0.0032445672
62,62,0.030472837,0.016812213,0.014052153,0.0037115812,0.0016399686
63,63,0.03854058,0.025896115,0.016654253,0.00971967,0.0044200863
64,64,0.056495264,0.034824193,0.027307391,0.009813845,0.005813786
65,65,0.008204466,0.0026212237,0.0015015602,0.0015053749,0.0017196182
66,66,0.010109965,0.004112499,0.0030613542,0.0017665029,0.0011892152
67,67,0.020152753,0.011508139,0.00749892,0.0038357377,0.0015933381
68,68,0.052924097,0.07635823,0.027729154,0.013340116,0.003274592
69,69,0.018186737,0.008571334,0.0062533617,0.0032756925,0.0016138419
70,70,0.0499971,0.021771569,0.022997916,0.012822747,0.008451454
71,71,0.033252593,0.010525136,0.0110659,0.0069737434,0.0057576047
72,72,0.018380543,0.00725194,0.0063690543,0.002009213,0.0014983005
73,73,0.068051055,0.068897754,0.034592867,0.019521713,0.008020624
74,74,0.033977732,0.015590068,0.013536334,0.0075848103,0.004644132
75,75,0.08395269,0.063423514,0.045832574,0.021758318,0.008558599
76,76,0.014416781,0.0045394828,0.0019091368,0.0019979477,0.0025064487
77,77,0.09625041,0.07705047,0.05376804,0.027846575,0.009748504
78,78,0.01903148,0.0063204886,0.005944133,0.0020077825,0.0020455923
79,79,0.022891713,0.010650433,0.009373069,0.0025046468,0.0013826893
80,80,0.012235216,0.005121664,0.006234765,0.0026025772,0.0023492516
81,81,0.04270659,0.026994742,0.020853639,0.006911397,0.004294871
82,82,0.008029806,0.0022158795,0.000985384,0.0015408993,0.0016631573
83,83,0.05928258,0.04694251,0.031699657,0.012482941,0.0037164085
84,84,0.04383404,0.03270395,0.013457894,0.008822739,0.006767286
85,85,0.060128417,0.047575265,0.034847736,0.01099515,0.002858563
86,86,0.04282531,0.021941857,0.019073248,0.006521046,0.004868487
87,87,0.051741604,0.04972591,0.018723488,0.01227814,0.007766283
88,88,0.009632584,0.0026845988,0.0020045042,0.00184834,0.0018417061
89,89,0.06313535,0.044657353,0.033978105,0.01281482,0.005495227
90,90,0.023805847,0.0075832647,0.010493755,0.004333377,0.004289293
91,91,0.015842494,0.0038801627,0.0030331612,0.0021082163,0.0029310372
92,92,0.030398233,0.025785577,0.0117307305,0.0058446527,0.0034031887
93,93,0.014119764,0.005969039,0.0033553839,0.002261281,0.001967758
94,94,0.025652722,0.007993951,0.008506179,0.0054091215,0.0043092365
95,95,0.009496257,0.0027120183,0.0017781258,0.0016673207,0.0018965541
96,96,0.013885455,0.0052800854,0.0040824413,0.00316298,0.0019516987
97,97,0.06877621,0.05439604,0.03982359,0.014009476,0.0043637133
98,98,0.0074865017,0.0027967421,0.0017089248,0.0016714334,0.0012019598
99,99,0.008420684,0.0027562333,0.0010344982,0.0015252829,0.0013361479
100,100,0.056658227,0.060281552,0.031460524,0.0146996975,0.004955462
101,101,0.040198434,0.012065468,0.009062171,0.007212281,0.007078961
102,102,0.029408092,0.011481142,0.00677979,0.0042656064,0.0049238484
103,103,0.047446366,0.050887577,0.026688397,0.011085272,0.0031046022
104,104,0.030893043,0.0260606,0.014085472,0.0063577294,0.0018472519
105,105,0.061299995,0.039980542,0.030332685,0.011737585,0.006517315
106,106,0.0026971612,0.0010626179,0.00018924475,0.0009253621,0.0007696859
107,107,0.06472989,0.053630657,0.038246512,0.0128519535,0.0031055028
108,108,0.07564231,0.048330896,0.036652863,0.018943429,0.009428063
109,109,0.09544935,0.085890874,0.058708727,0.026376009,0.00590011
110,110,0.04915046,0.019048456,0.015950918,0.009134829,0.0075719906
111,111,0.021272492,0.0058799475,0.0038474798,0.0029788017,0.0038951745
112,112,0.07451262,0.13131617,0.037535667,0.021680653,0.0042879917
113,113,0.015527846,0.0074166004,0.0042642355,0.0025642514,0.0018070788
114,114,0.068799704,0.09491571,0.038556993,0.020691395,0.004979714
115,115,0.020434385,0.0062059686,0.006477535,0.0022796392,0.0026673013
116,116,0.08830699,0.0716531,0.051487327,0.022746801,0.007394935
117,117,0.03214209,0.015591755,0.014056563,0.0039449334,0.0028700025
118,118,0.090082265,0.1530278,0.050139725,0.03214836,0.0064751958
119,119,0.061869394,0.05753086,0.032574236,0.016633153,0.007023578
120,120,0.03148175,0.017908283,0.013808727,0.0044124722,0.00266317
121,121,0.043809075,0.05231264,0.020163178,0.009339452,0.004577685
122,122,0.08519037,0.057847425,0.04274285,0.023468614,0.010392843
123,123,0.033467196,0.021023128,0.009413898,0.0051060915,0.0052094404
124,124,0.030771155,0.020191837,0.013521612,0.006267369,0.0025664594
125,125,0.06287083,0.10133778,0.032625377,0.01795894,0.0038017693
126,126,0.02701542,0.007496533,0.005633533,0.0047160387,0.0053319377
127,127,0.033952806,0.014610771,0.014349341,0.004716873,0.0041304994
128,128,0.08796536,0.1278575,0.05167997,0.03182131,0.00807734
129,129,0.061741922,0.09906985,0.031076252,0.015918732,0.0057322793
130,130,0.008913229,0.0032103613,0.0026433468,0.0017046928,0.0015647222
131,131,0.037272796,0.03842487,0.016264439,0.007639289,0.003979467
132,132,0.062084194,0.08850263,0.034551978,0.017225623,0.003421783
133,133,0.006316558,0.0028347583,0.002516687,0.002339244,0.0016192322
134,134,0.045699313,0.015519546,0.010703087,0.009030342,0.007850856
135,135,0.019351646,0.0070991926,0.007055998,0.0020828843,0.0018269941
136,136,0.059429422,0.025709435,0.021362066,0.012338638,0.008894815
137,137,0.08087249,0.06747784,0.04851079,0.018903017,0.0051001324
138,138,0.051847354,0.07264398,0.026101828,0.011600792,0.0049134316
139,139,0.056001075,0.036962327,0.027077138,0.01450187,0.007709746
140,140,0.018253015,0.0050110817,0.00466758,0.0033980608,0.0033119647
141,141,0.07500326,0.121026255,0.041437566,0.021683335,0.003993221
142,142,0.025682442,0.009540325,0.005628705,0.0035557747,0.0043211854
143,143,0.10072528,0.08589837,0.05982524,0.029720664,0.008500363
144,144,0.0030964979,0.0012451963,0.00031292439,0.0010558367,0.00085169275
145,145,0.03385267,0.034,0.015407145,0.007109225,0.0025854143
146,146,0.059847232,0.031901754,0.0261693,0.011689782,0.0076995436
147,147,0.054000832,0.06496173,0.027003884,0.014077783,0.0037512325
148,148,0.043641686,0.027732579,0.021949172,0.005912602,0.0028442158
149,149,0.04472635,0.014947288,0.012134612,0.009698987,0.008586738
150,150,0.009171219,0.0031081329,0.0018800497,0.0014039278,0.0011260423
151,151,0.031855285,0.009683491,0.006532192,0.005045533,0.005753089
152,152,0.0026155205,0.0010800762,0.0001951456,0.0008722544,0.0007231052
153,153,0.04156235,0.016309619,0.014932692,0.010827124,0.007165628
154,154,0.036115266,0.020944683,0.015957773,0.0055094957,0.0037956429
155,155,0.005456128,0.0017363424,0.00081437826,0.0012696385,0.0010817146
156,156,0.005580081,0.0030847806,0.0033469796,0.0018229485,0.0016070731
157,157,0.019297952,0.007541919,0.0039519668,0.0024161339,0.0031887982
158,158,0.070148274,0.036191873,0.028196514,0.017678142,0.01019525
159,159,0.049140368,0.03599759,0.027587414,0.0078654885,0.0024330406
160,160,0.016912848,0.0051610647,0.0059022307,0.010251164,0.0051246583
161,161,0.0019976245,0.0006094866,0.00010341406,0.00047403574,0.00058524753
162,162,0.006124135,0.0024430188,0.0022032857,0.0014253855,0.0012055248
163,163,0.04818968,0.046580788,0.04914838,0.025138259,0.0060407477
164,164,0.0336873,0.016045518,0.03537363,0.018523216,0.008171456
165,165,0.038205173,0.03459672,0.049253225,0.01510334,0.0031282732
166,166,0.05040733,0.05926411,0.054769278,0.025270939,0.0038191474
167,167,0.011494533,0.005671975,0.00603354,0.0036693811,0.0014264229
168,168,0.021337528,0.016095769,0.011031032,0.010500252,0.0025223023
169,169,0.04742182,0.035492875,0.06008923,0.030211926,0.009572146
170,170,0.0068607377,0.0025199954,0.0025866628,0.0014549494,0.001201855
171,171,0.012391908,0.006560932,0.005383134,0.005450964,0.0015124981
172,172,0.011816189,0.0037598787,0.0058853626,0.0034528375,0.0030993547
173,173,0.032354042,0.032778446,0.022220373,0.019090533,0.0030984813
174,174,0.047865007,0.049044076,0.06637514,0.02266562,0.004319885
175,175,0.025147984,0.01489016,0.016339064,0.051706612,0.008157188
176,176,0.029081179,0.021714581,0.03369665,0.009490371,0.002817514
177,177,0.019995335,0.00649778,0.013100266,0.010655761,0.0055983644
178,178,0.028486311,0.009226714,0.016373277,0.016934395,0.008728891
179,179,0.028705444,0.022945024,0.030321956,0.015020847,0.0022705405
180,180,0.04973094,0.04515353,0.065552235,0.03715241,0.008472497
181,181,0.01062671,0.003337102,0.0047940016,0.004077196,0.0034798717
182,182,0.049113896,0.063892215,0.051221132,0.029882431,0.0032865484
183,183,0.023086086,0.010635711,0.015265346,0.014705479,0.0057395343
184,184,0.027950307,0.025530953,0.016949236,0.015363276,0.0030039076
185,185,0.010386687,0.0033183966,0.0029412508,0.0058202744,0.0031203777
186,186,0.041888922,0.024475925,0.049582303,0.02472949,0.009985599
187,187,0.035855066,0.02940554,0.029780507,0.014468491,0.0045887213
188,188,0.015902445,0.009363988,0.010186315,0.008684218,0.0026039635
189,189,0.0062819426,0.0024638083,0.0011652708,0.003045082,0.0013721186
190,190,0.03464669,0.012681523,0.032435358,0.02044636,0.009654125
191,191,0.018506035,0.008005873,0.0121769905,0.007360935,0.0048750606
192,192,0.0055825333,0.0015228598,0.0007350445,0.0027113557,0.0015885509
193,193,0.0051615704,0.0024471073,0.0016076565,0.001989603,0.0011301464
194,194,0.018134294,0.010801404,0.013931036,0.005730629,0.0017650399
195,195,0.037653435,0.036687862,0.047193527,0.022102714,0.0032147816
196,196,0.0058830376,0.0024827393,0.0012937188,0.002326727,0.0012460477
197,197,0.0052024988,0.0016785673,0.0015000701,0.0014424324,0.0013911295
198,198,0.033778537,0.022369318,0.02785182,0.022138119,0.0058973352
199,199,0.029790329,0.020649271,0.021100461,0.061006904,0.009316655
200,200,0.00802088,0.0031448556,0.0033217669,0.0020840168,0.0019925777
201,201,0.032134093,0.017844534,0.035015345,0.014997065,0.0068373326
202,202,0.024591735,0.013863467,0.025115132,0.0066396,0.003520117
203,203,0.047506772,0.031356808,0.05779326,0.032606244,0.01111969
204,204,0.016552644,0.009827332,0.007566273,0.005830765,0.0017508948
205,205,0.0055825333,0.0015228598,0.0007350445,0.0027113557,0.0015885509
206,206,0.0381963,0.04437098,0.029816508,0.027711213,0.0038078018
207,207,0.009958648,0.004227802,0.0025844574,0.004769683,0.0020184014
208,208,0.013809087,0.004375953,0.00641346,0.009306967,0.004351918
209,209,0.022810515,0.014092006,0.021415591,0.006621599,0.0025071916
210,210,0.022145525,0.012275588,0.00882405,0.01333046,0.0057750265
211,211,0.012541351,0.0041930648,0.0063050985,0.0050656796,0.0034294801
212,212,0.028500905,0.017806303,0.013538718,0.018654883,0.007272766
213,213,0.013915204,0.006996073,0.00859952,0.004364252,0.0013703526
214,214,0.034516692,0.023444653,0.041669846,0.016515136,0.005923468
215,215,0.034569055,0.032539953,0.042262852,0.01727581,0.0028733774
216,216,0.039155036,0.04535921,0.027899802,0.029287457,0.006258561
217,217,0.014990192,0.004423677,0.0077996254,0.007032037,0.0043891696
218,218,0.0099764075,0.0026266593,0.0031971335,0.0046436787,0.0028468112
219,219,0.016597012,0.0068724137,0.0044837,0.009828806,0.0045342725
220,220,0.028736493,0.017282682,0.023317218,0.035454094,0.008903216
221,221,0.010369874,0.0037533282,0.0050751567,0.0019651651,0.0015705407
222,222,0.012778442,0.006202224,0.0052275658,0.008072376,0.003378999
223,223,0.03741582,0.0267666,0.032601118,0.022500515,0.0067879665
224,224,0.013178662,0.0042423885,0.007134497,0.004109204,0.0033456434
225,225,0.02911023,0.009154016,0.02363038,0.016299129,0.008290289
226,226,0.024671232,0.014021476,0.017053545,0.02899611,0.0076908763
227,227,0.019474663,0.013586941,0.014651239,0.008904576,0.00321848
228,228,0.02425561,0.018979715,0.015220642,0.0104551315,0.0018325618
229,229,0.030747555,0.022925856,0.02430427,0.011032641,0.0038294094
230,230,0.0020156659,0.0006229318,0.000118494034,0.000474751,0.0005801159
231,231,0.0056918967,0.0018464628,0.0007761717,0.0027902722,0.0015721095
232,232,0.011387834,0.0043703346,0.006287694,0.0031228065,0.0023219544
233,233,0.013654028,0.0038842699,0.0044696927,0.0071180463,0.0039737117
234,234,0.033482324,0.022104744,0.02771759,0.05569458,0.009895
235,235,0.04323568,0.050672073,0.04095775,0.023911476,0.0027402455
236,236,0.016771173,0.0072301384,0.012977302,0.0040903687,0.0028553135
237,237,0.035260733,0.020834647,0.039449453,0.018984139,0.007761671
238,238,0.018654533,0.0068434454,0.015129507,0.0059081316,0.004139391
239,239,0.032492604,0.0117577175,0.021074831,0.020058274,0.009669089
240,240,0.024533652,0.010468676,0.022030532,0.009970546,0.0058179265
241,241,0.014395559,0.007851683,0.004574299,0.007455468,0.0026484085
242,242,0.016232967,0.007813999,0.012941837,0.003248036,0.0022248565
243,243,0.005422408,0.0016310217,0.0013071299,0.0018358231,0.0017586504
244,244,0.017117307,0.009680165,0.009896874,0.0052672625,0.0023933132
245,245,0.0038493064,0.001909908,0.001124382,0.0011351109,0.0013410953
246,246,0.017711587,0.011069007,0.009444594,0.0074165463,0.0018500175
247,247,0.0051615704,0.0024471073,0.0016076565,0.001989603,0.0011301464
248,248,0.020496132,0.0065121474,0.008467972,0.01208806,0.006395819
249,249,0.039578415,0.023427965,0.033301115,0.062235594,0.009248606
250,250,0.0036451144,0.001389273,0.00095146894,0.0010593534,0.00092092366
251,251,0.05645076,0.05546929,0.07537997,0.04703021,0.0096994685
252,252,0.01842185,0.0104455035,0.00946486,0.025869966,0.0064765885
253,253,0.03451636,0.02136042,0.028529406,0.03286171,0.008190725
254,254,0.0021580544,0.00066103326,0.00014185905,0.00047540665,0.00071151496
255,255,0.014567189,0.0050326698,0.008392513,0.006482601,0.004393389
256,256,0.03592562,0.036976356,0.029894352,0.017569661,0.0023623917
257,257,0.018452441,0.012450449,0.009569943,0.008060813,0.0016657811
258,258,0.006530718,0.0019425696,0.002190888,0.0020676851,0.0018577243
259,259,0.010415283,0.0044139633,0.005000353,0.002872467,0.0013538356
260,260,0.0055457023,0.002384007,0.0011453629,0.002300322,0.001155378
261,261,0.03975251,0.017904222,0.043094456,0.024940252,0.010916634
262,262,0.022687336,0.007870955,0.019542694,0.009009004,0.0059771393
263,263,0.045503464,0.04262644,0.061059475,0.026660085,0.006121624
264,264,0.029270958,0.02655651,0.023377776,0.06059295,0.008630518
265,265,0.018224096,0.007785704,0.014233887,0.005417347,0.0035770799
266,266,0.016532227,0.0055392114,0.010871053,0.0065585375,0.0043796995
267,267,0.038578633,0.03715926,0.034303367,0.017484307,0.0033909208
268,268,0.016541002,0.0072370027,0.009310722,0.005709231,0.003206836
269,269,0.009932402,0.003954705,0.00554502,0.0018407106,0.0015720179
270,270,0.0042601544,0.0015681754,0.00083333254,0.001262486,0.0013874111
271,271,0.028753886,0.012412284,0.028371334,0.013781905,0.0072550774
272,272,0.009767716,0.002920331,0.0042630434,0.0038993359,0.0033223818
273,273,0.041594718,0.031450223,0.051334262,0.025880575,0.0074258554
274,274,0.03224035,0.03280356,0.032329917,0.047297955,0.0063105263
275,275,0.026332699,0.02037055,0.018632889,0.010718346,0.0026288242
276,276,0.030758612,0.026325334,0.022919893,0.013415873,0.0027337985
277,277,0.0243837,0.015623315,0.016397238,0.008723974,0.0032917783
278,278,0.012211406,0.006116429,0.006111443,0.004484713,0.0012599746
279,279,0.008060384,0.004441692,0.0028996468,0.0038316846,0.002673163
280,280,0.02001519,0.0136031555,0.00829345,0.011045337,0.0035507549
281,281,0.02824261,0.024492402,0.015364349,0.018126607,0.0048262314
282,282,0.010086771,0.003522878,0.0024459362,0.004898846,0.0026790395
283,283,0.045079134,0.03605742,0.042580485,0.03733027,0.007729865
284,284,0.025290921,0.007713562,0.019370914,0.01339972,0.0072106556
285,285,0.018304199,0.011643004,0.00874573,0.024119258,0.0054946025
286,286,0.0036451144,0.001389273,0.00095146894,0.0010593534,0.00092092366
287,287,0.027097175,0.025228076,0.023788214,0.032473147,0.0057907943
288,288,0.00445937,0.001817897,0.0011065006,0.0017900467,0.0014471977
289,289,0.006531588,0.0021029008,0.0012242794,0.0032702088,0.0020916683
290,290,0.030926092,0.018873284,0.023798347,0.031165957,0.00705471
291,291,0.0249481,0.015213848,0.010716081,0.014873564,0.0062017804
292,292,0.022688964,0.016638769,0.017403603,0.01645261,0.00430158
293,293,0.013407741,0.0060984096,0.003655076,0.0079853535,0.0034167126
294,294,0.025356386,0.007980088,0.013951838,0.0148540735,0.007836981
295,295,0.028647589,0.017958835,0.02102381,0.014376998,0.0052089496
296,296,0.033709396,0.028180126,0.041909933,0.012237906,0.0032087655
297,297,0.03372107,0.025906887,0.018309116,0.024727166,0.008369947
298,298,0.038257472,0.031496253,0.050004482,0.015003502,0.005144866
299,299,0.042357832,0.038567647,0.038936257,0.019310713,0.0052366485
300,300,0.03305802,0.024767887,0.04140556,0.012394667,0.0047033415
301,301,0.032864813,0.032442555,0.020546496,0.022433579,0.0054283543
302,302,0.011387703,0.0040737246,0.0058768988,0.0026786327,0.002022139
303,303,0.005124544,0.0015710177,0.0006327629,0.002504468,0.00158977
304,304,0.04533354,0.05962225,0.04148853,0.03651154,0.0042019743
305,305,0.05409099,0.04448242,0.07089639,0.0387488,0.0108782705
306,306,0.024116775,0.019209933,0.012372494,0.014676452,0.0041607507
307,307,0.02564466,0.013566735,0.025657535,0.009333253,0.0046967682
308,308,0.0061663436,0.0024914197,0.002026081,0.0026093125,0.0017616642
309,309,0.030905614,0.02823973,0.022026718,0.01250577,0.00201903
310,310,0.044411443,0.04775422,0.044084907,0.021697998,0.003674065
311,311,0.019514589,0.007566931,0.011637449,0.017164767,0.0060698697
312,312,0.021445638,0.008628519,0.011107326,0.03578925,0.0067879898
313,313,0.010638077,0.0049041035,0.0031690598,0.0048246384,0.001914285
314,314,0.025358723,0.018611226,0.016263664,0.05579996,0.007013689
315,315,0.020681849,0.016084163,0.012513518,0.027953744,0.0067560985
316,316,0.004599306,0.0020126384,0.001250267,0.0016555786,0.001355377
317,317,0.05408282,0.054335143,0.0738253,0.036103487,0.0072860736
318,318,0.021286903,0.011425206,0.013380289,0.007982731,0.0038898513
319,319,0.02367705,0.016188806,0.022019029,0.008693337,0.0017905169
320,320,0.008414897,0.0020414689,0.0034196377,0.0013430715,0.0017135171
321,321,0.023282217,0.009961288,0.0070614815,0.009090722,0.0051223654
322,322,0.037660696,0.034338713,0.027312875,0.018062651,0.0045707547
323,323,0.011837118,0.0023195175,0.0055058002,0.0021475554,0.0025668968
324,324,0.0051756743,0.0012915136,0.00076293945,0.0012321472,0.001527901
325,325,0.03793669,0.031230558,0.035579145,0.011564255,0.0050500873
326,326,0.0111494195,0.001770805,0.0036101937,0.004245281,0.0028329135
327,327,0.015135379,0.0057602795,0.0061364174,0.005164981,0.002241298
328,328,0.046163112,0.025776029,0.040685415,0.018468976,0.007492326
329,329,0.015966581,0.005603985,0.009418607,0.0023236275,0.0016618576
330,330,0.0114218695,0.0025825691,0.0057324767,0.0020132065,0.0022110362
331,331,0.02515957,0.0061415634,0.013606548,0.029321253,0.0059023146
332,332,0.01079572,0.0019150914,0.0045328736,0.005087495,0.0028536185
333,333,0.016472122,0.005300441,0.009884834,0.0023931265,0.0021078999
334,334,0.015731502,0.006897352,0.0075321198,0.0035196543,0.0023865653
335,335,0.024169905,0.010847637,0.018208504,0.0045052767,0.0026699004
336,336,0.027021142,0.011672127,0.009406865,0.0118024945,0.006286216
337,337,0.03213368,0.010880715,0.024254441,0.01079154,0.006665497
338,338,0.03783877,0.011102572,0.027057946,0.015707016,0.008919965
339,339,0.001809148,0.00021302892,0.00010120869,0.0001886487,0.000572628
340,340,0.030081492,0.01554033,0.013749719,0.055748522,0.010056627
341,341,0.02762626,0.017949296,0.015882015,0.031336665,0.006983851
342,342,0.003568809,0.0008249247,0.00081157684,0.00060486794,0.00089416845
343,343,0.0341934,0.0152652,0.029740036,0.010804236,0.005685974
344,344,0.03002561,0.0069021336,0.014218509,0.012206078,0.007886803
345,345,0.0018326383,0.00022301241,0.00012034178,0.00019168854,0.0005237346
346,346,0.04025738,0.022951862,0.0355922,0.013507485,0.005488905
347,347,0.027222795,0.018054487,0.015173674,0.009386659,0.003738036
348,348,0.044281386,0.041290104,0.04144478,0.014749289,0.0052311136
349,349,0.030494386,0.022546085,0.022972703,0.009039223,0.0030948857
350,350,0.035576317,0.024587847,0.033984184,0.009643912,0.004926615
351,351,0.005253238,0.0015037861,0.0016133189,0.0011568666,0.0014828638
352,352,0.04461637,0.04688822,0.035013318,0.02318263,0.005441992
353,353,0.0326815,0.008329272,0.021725178,0.01248312,0.007842261
354,354,0.018676998,0.0035010313,0.0063968897,0.00603199,0.0048686224
355,355,0.05015273,0.053514875,0.048332214,0.018926382,0.0059748464
356,356,0.024028799,0.014244831,0.0129311085,0.025320113,0.006146338
357,357,0.023663646,0.012647852,0.015913844,0.0071353912,0.0022206465
358,358,0.03806635,0.033056423,0.020747244,0.018073618,0.006118694
359,359,0.00931531,0.002123347,0.0018501878,0.0028238297,0.002309585
360,360,0.037862107,0.023900434,0.03323865,0.010968685,0.003991762
361,361,0.0021524413,0.0003029606,0.00021505356,0.00037038326,0.0006365162
362,362,0.018986277,0.008580459,0.0060631037,0.0057173967,0.0037043155
363,363,0.023323439,0.0042392174,0.009714484,0.008542538,0.006211453
364,364,0.040495932,0.01742308,0.033312976,0.015952408,0.008192226
365,365,0.009824284,0.0026492695,0.004611969,0.0012636781,0.0012517493
366,366,0.03919439,0.01664114,0.032698274,0.04110384,0.008019901
367,367,0.0055922074,0.0016527877,0.0010213852,0.0012363195,0.0014336217
368,368,0.026118567,0.0068004737,0.009226501,0.044933677,0.008368416
369,369,0.024088666,0.007873356,0.017033279,0.006017685,0.004123371
370,370,0.047573514,0.041029636,0.0480451,0.017735481,0.0065148543
371,371,0.005769225,0.00082420645,0.0014492869,0.0010718107,0.0016288412
372,372,0.015499249,0.002612282,0.005180955,0.004959464,0.0041410653
373,373,0.018828835,0.0045970716,0.004827678,0.023121953,0.005396071
374,374,0.0049325326,0.0012747932,0.0022941232,0.0013972521,0.0014559457
375,375,0.0050316714,0.0006993708,0.00084114075,0.00097358227,0.0014337776
376,376,0.032032546,0.023803316,0.014926314,0.015500188,0.0055476176
377,377,0.052911352,0.033140443,0.048176527,0.024215281,0.008492058
378,378,0.006834849,0.0015531597,0.0034247637,0.0008609295,0.0010116496
379,379,0.020214664,0.0074124597,0.005878508,0.0065618157,0.0046596183
380,380,0.005130659,0.0008905346,0.001495719,0.00092601776,0.0014361194
381,381,0.047928557,0.03880593,0.044181466,0.019251704,0.0036042698
382,382,0.022989774,0.0060615283,0.007586479,0.039605618,0.0069332835
383,383,0.028330818,0.014248548,0.024706125,0.008761525,0.0049128854
384,384,0.015978042,0.0032113553,0.0088348985,0.0037316084,0.0035432866
385,385,0.004936583,0.0013380433,0.003639102,0.0008535981,0.0013533675
386,386,0.031248234,0.013352529,0.025751233,0.00886333,0.005146064
387,387,0.023118643,0.012364751,0.007932067,0.008235276,0.0037986573
388,388,0.0046507027,0.0009445162,0.0008548498,0.0017505884,0.0014654037
389,389,0.03024566,0.020794673,0.025636613,0.007323742,0.0033199051
390,390,0.019539962,0.0038230799,0.009050012,0.012584269,0.004666735
